Combined_Key,Last_Update,Confirmed,Deaths,Recovered,Incident_Rate,Case_Fatality_Ratio
"Valley, Montana, US",2022-02-01 04:21:11,1555,33,,21024.87831260141,2.122186495176849
"Wheatland, Montana, US",2022-02-01 04:21:11,329,13,,15475.070555032924,3.951367781155015
"Wibaux, Montana, US",2022-02-01 04:21:11,197,8,,20330.23735810113,4.060913705583756
"Yellowstone, Montana, US",2022-02-01 04:21:11,38742,487,,24018.59888406696,1.2570337101853286
"Adams, Nebraska, US",2022-02-01 04:21:11,5996,46,,19118.069062270828,0.7671781187458305
"Antelope, Nebraska, US",2022-02-01 04:21:11,1008,7,,16005.080978088285,0.6944444444444444
"Arthur, Nebraska, US",2022-02-01 04:21:11,30,1,,6479.481641468683,3.333333333333333
"Banner, Nebraska, US",2022-02-01 04:21:11,92,0,,12348.993288590604,0.0
"Blaine, Nebraska, US",2022-02-01 04:21:11,59,0,,12688.172043010753,0.0
"Boone, Nebraska, US",2022-02-01 04:21:11,1009,4,,19433.744221879817,0.396432111000991
"Box Butte, Nebraska, US",2022-02-01 04:21:11,2123,8,,19688.3984048966,0.3768252472915685
"Boyd, Nebraska, US",2022-02-01 04:21:11,367,3,,19124.544033350703,0.8174386920980926
"Brown, Nebraska, US",2022-02-01 04:21:11,479,2,,16209.813874788491,0.4175365344467641
"Buffalo, Nebraska, US",2022-02-01 04:21:11,10920,57,,21989.971606355342,0.521978021978022
"Burt, Nebraska, US",2022-02-01 04:21:11,1229,12,,19027.713268307787,0.9764035801464606
"Butler, Nebraska, US",2022-02-01 04:21:11,1738,11,,21681.636726546905,0.6329113924050633
"Cass, Nebraska, US",2022-02-01 04:21:11,5665,16,,21582.596769277658,0.2824360105913504
"Cedar, Nebraska, US",2022-02-01 04:21:11,1376,11,,16377.053082599385,0.7994186046511628
"Chase, Nebraska, US",2022-02-01 04:21:11,707,5,,18017.329255861365,0.7072135785007072
"Cherry, Nebraska, US",2022-02-01 04:21:11,523,7,,9193.179820706628,1.338432122370937
"Cheyenne, Nebraska, US",2022-02-01 04:21:11,1829,16,,20527.49719416386,0.8747949699289229
"Clay, Nebraska, US",2022-02-01 04:21:11,1358,11,,21892.63259713042,0.8100147275405007
"Colfax, Nebraska, US",2022-02-01 04:21:11,2538,21,,23699.69184797833,0.8274231678486997
"Cuming, Nebraska, US",2022-02-01 04:21:11,1705,15,,19274.24824779561,0.8797653958944281
"Custer, Nebraska, US",2022-02-01 04:21:11,1885,19,,17490.952955367913,1.0079575596816976
"Dakota, Nebraska, US",2022-02-01 04:21:11,6366,65,,31788.674722860284,1.0210493245366008
"Dawes, Nebraska, US",2022-02-01 04:21:11,1292,12,,15042.496216090349,0.9287925696594428
"Dawson, Nebraska, US",2022-02-01 04:21:11,4959,31,,21017.164653528293,0.6251260334744908
"Deuel, Nebraska, US",2022-02-01 04:21:11,300,1,,16722.408026755853,0.3333333333333333
"Dixon, Nebraska, US",2022-02-01 04:21:11,1079,9,,19144.78353442157,0.8341056533827618
"Dodge, Nebraska, US",2022-02-01 04:21:11,9286,62,,25395.87036783809,0.6676717639457247
"Douglas, Nebraska, US",2022-02-01 04:21:11,137614,718,,24086.731416509283,0.521749240629587
"Dundy, Nebraska, US",2022-02-01 04:21:11,329,4,,19432.959243945657,1.21580547112462
"Fillmore, Nebraska, US",2022-02-01 04:21:11,1052,8,,19260.344196265105,0.7604562737642585
"Franklin, Nebraska, US",2022-02-01 04:21:11,389,4,,13058.0731789191,1.0282776349614395
"Frontier, Nebraska, US",2022-02-01 04:21:11,502,1,,19109.25009516559,0.199203187250996
"Furnas, Nebraska, US",2022-02-01 04:21:11,1026,5,,21941.83062446536,0.4873294346978557
"Gage, Nebraska, US",2022-02-01 04:21:11,3363,19,,15632.40831125366,0.5649717514124294
"Garden, Nebraska, US",2022-02-01 04:21:11,323,1,,17583.0157866086,0.3095975232198142
"Garfield, Nebraska, US",2022-02-01 04:21:11,371,1,,18842.051802945654,0.2695417789757412
"Gosper, Nebraska, US",2022-02-01 04:21:11,345,5,,17336.683417085427,1.4492753623188406
"Grant, Nebraska, US",2022-02-01 04:21:11,100,4,,16051.364365971109,4.0
"Greeley, Nebraska, US",2022-02-01 04:21:11,380,1,,16129.032258064515,0.2631578947368421
"Hall, Nebraska, US",2022-02-01 04:21:11,15143,117,,24681.75965315469,0.7726342204318827
"Hamilton, Nebraska, US",2022-02-01 04:21:11,2052,17,,22007.722007722008,0.8284600389863548
"Harlan, Nebraska, US",2022-02-01 04:21:11,372,0,,11005.917159763312,0.0
"Hayes, Nebraska, US",2022-02-01 04:21:11,99,0,,10737.527114967465,0.0
"Hitchcock, Nebraska, US",2022-02-01 04:21:11,481,5,,17414.916727009415,1.0395010395010396
"Holt, Nebraska, US",2022-02-01 04:21:11,1950,16,,19370.219529154663,0.8205128205128205
"Hooker, Nebraska, US",2022-02-01 04:21:11,108,2,,15835.777126099709,1.851851851851852
"Howard, Nebraska, US",2022-02-01 04:21:11,1112,10,,17253.68502715283,0.8992805755395683
"Jefferson, Nebraska, US",2022-02-01 04:21:11,1158,1,,16434.85665625887,0.0863557858376511
"Johnson, Nebraska, US",2022-02-01 04:21:11,852,9,,16801.419838296195,1.056338028169014
"Kearney, Nebraska, US",2022-02-01 04:21:11,1127,5,,17351.8090839107,0.4436557231588287
"Keith, Nebraska, US",2022-02-01 04:21:11,1422,10,,17699.775952203137,0.7032348804500703
"Keya Paha, Nebraska, US",2022-02-01 04:21:11,108,0,,13399.503722084368,0.0
"Kimball, Nebraska, US",2022-02-01 04:21:11,705,1,,19410.79295154185,0.1418439716312056
"Knox, Nebraska, US",2022-02-01 04:21:11,1544,12,,18530.964954392704,0.7772020725388601
"Lancaster, Nebraska, US",2022-02-01 04:21:11,70448,170,,22077.78369738945,0.2413127413127413
"Lincoln, Nebraska, US",2022-02-01 04:21:11,7924,60,,22695.76674113536,0.7571933366986371
"Logan, Nebraska, US",2022-02-01 04:21:11,133,0,,17780.748663101604,0.0
"Loup, Nebraska, US",2022-02-01 04:21:11,86,0,,12951.807228915664,0.0
"Madison, Nebraska, US",2022-02-01 04:21:11,9014,44,,25681.64335166244,0.488129576214777
"McPherson, Nebraska, US",2022-02-01 04:21:11,66,1,,13360.323886639677,1.5151515151515151
"Merrick, Nebraska, US",2022-02-01 04:21:11,1605,15,,20696.3249516441,0.9345794392523364
"Morrill, Nebraska, US",2022-02-01 04:21:11,1107,7,,23847.47953468333,0.6323396567299007
"Nance, Nebraska, US",2022-02-01 04:21:11,743,10,,21113.952827507816,1.3458950201884252
"Nemaha, Nebraska, US",2022-02-01 04:21:11,1390,15,,19936.890418818133,1.079136690647482
"Nuckolls, Nebraska, US",2022-02-01 04:21:11,880,11,,21215.043394406945,1.25
"Otoe, Nebraska, US",2022-02-01 04:21:11,3098,10,,19347.98900824381,0.3227888960619754
"Pawnee, Nebraska, US",2022-02-01 04:21:11,378,1,,14466.130884041331,0.2645502645502645
"Perkins, Nebraska, US",2022-02-01 04:21:11,509,11,,17606.364579730198,2.161100196463654
"Phelps, Nebraska, US",2022-02-01 04:21:11,2114,10,,23400.48704892628,0.4730368968779564
"Pierce, Nebraska, US",2022-02-01 04:21:11,1205,20,,16857.862339115836,1.6597510373443984
"Platte, Nebraska, US",2022-02-01 04:21:11,7977,50,,23833.28353749627,0.6268020559107433
"Polk, Nebraska, US",2022-02-01 04:21:11,1107,9,,21235.373105697294,0.8130081300813008
"Red Willow, Nebraska, US",2022-02-01 04:21:11,2136,15,,19917.94106676613,0.702247191011236
"Richardson, Nebraska, US",2022-02-01 04:21:11,1641,19,,20864.589955499046,1.157830591102986
"Rock, Nebraska, US",2022-02-01 04:21:11,167,2,,12306.55858511422,1.1976047904191616
"Saline, Nebraska, US",2022-02-01 04:21:11,3520,2,,24746.90663667041,0.0568181818181818
"Sarpy, Nebraska, US",2022-02-01 04:21:11,46425,131,,24800.20940618389,0.2821755519655358
"Saunders, Nebraska, US",2022-02-01 04:21:11,4621,16,,21415.33042914079,0.3462454014282622
"Scotts Bluff, Nebraska, US",2022-02-01 04:21:11,8480,48,,23808.186871806392,0.5660377358490566
"Seward, Nebraska, US",2022-02-01 04:21:11,2996,32,,17333.950474427216,1.068090787716956
"Sheridan, Nebraska, US",2022-02-01 04:21:11,949,10,,18089.97331300038,1.053740779768177
"Sherman, Nebraska, US",2022-02-01 04:21:11,543,4,,18093.96867710763,0.7366482504604052
"Sioux, Nebraska, US",2022-02-01 04:21:11,75,0,,6432.246998284734,0.0
"Stanton, Nebraska, US",2022-02-01 04:21:11,676,11,,11418.918918918918,1.6272189349112427
"Thayer, Nebraska, US",2022-02-01 04:21:11,1025,4,,20487.707375574657,0.3902439024390244
"Thomas, Nebraska, US",2022-02-01 04:21:11,97,1,,13434.903047091411,1.0309278350515465
"Thurston, Nebraska, US",2022-02-01 04:21:11,1602,11,,22176.079734219267,0.686641697877653
"Unassigned, Nebraska, US",2022-02-01 04:21:11,3781,1436,,,37.97937053689501
"Valley, Nebraska, US",2022-02-01 04:21:11,690,2,,16594.516594516594,0.2898550724637681
"Washington, Nebraska, US",2022-02-01 04:21:11,4244,25,,20473.732452120214,0.589066918001885
"Wayne, Nebraska, US",2022-02-01 04:21:11,1647,7,,17549.280767181674,0.4250151791135397
"Webster, Nebraska, US",2022-02-01 04:21:11,678,7,,19443.647834815027,1.0324483775811208
"Wheeler, Nebraska, US",2022-02-01 04:21:11,118,0,,15070.24265644955,0.0
"York, Nebraska, US",2022-02-01 04:21:11,3486,11,,25484.3190291688,0.3155479059093516
"Carson City, Nevada, US",2022-02-01 04:21:11,13428,189,,24014.59331854925,1.407506702412869
"Churchill, Nevada, US",2022-02-01 04:21:11,5852,93,,23493.51639969489,1.5892002734107995
"Clark, Nevada, US",2022-02-01 04:21:11,494743,6893,,21826.43164226645,1.393248615948078
"Douglas, Nevada, US",2022-02-01 04:21:11,7281,79,,14888.048256824455,1.085015794533718
"Elko, Nevada, US",2022-02-01 04:21:11,11762,127,,22285.800901890943,1.0797483421186873
"Esmeralda, Nevada, US",2022-02-01 04:21:11,87,2,,9965.635738831616,2.2988505747126435
"Eureka, Nevada, US",2022-02-01 04:21:11,294,0,,14489.896500739282,0.0
"Humboldt, Nevada, US",2022-02-01 04:21:11,4147,46,,24639.058879448643,1.1092355919942127
"Lander, Nevada, US",2022-02-01 04:21:11,1010,16,,18257.411424439622,1.5841584158415842
"Lincoln, Nevada, US",2022-02-01 04:21:11,908,5,,17518.811499131778,0.5506607929515418
"Lyon, Nevada, US",2022-02-01 04:21:11,9739,153,,16934.446183272474,1.5710031830783449
"Mineral, Nevada, US",2022-02-01 04:21:11,892,15,,19800.221975582685,1.6816143497757847
"Nye, Nevada, US",2022-02-01 04:21:11,6311,211,,13565.333276014017,3.3433687212803043
"Pershing, Nevada, US",2022-02-01 04:21:11,1333,29,,19821.561338289965,2.175543885971493
"Storey, Nevada, US",2022-02-01 04:21:11,307,9,,7446.034440941064,2.931596091205212
"Unassigned, Nevada, US",2021-01-24 23:22:19,0,0,,,
"Washoe, Nevada, US",2022-02-01 04:21:11,96999,1065,,20571.599447742294,1.09794946339653
"White Pine, Nevada, US",2022-02-01 04:21:11,1805,18,,18841.336116910228,0.997229916897507
"Belknap, New Hampshire, US",2022-02-01 04:21:11,12224,158,,19940.2965597116,1.2925392670157068
"Carroll, New Hampshire, US",2022-02-01 04:21:11,8343,46,,17057.8613780413,0.5513604219105838
"Cheshire, New Hampshire, US",2022-02-01 04:21:11,12829,91,,16861.405007557336,0.709330423259802
"Coos, New Hampshire, US",2022-02-01 04:21:11,6172,93,,19554.541710230333,1.506804925469864
"Grafton, New Hampshire, US",2022-02-01 04:21:11,14956,53,,16638.853659079286,0.3543728269590799
"Hillsborough, New Hampshire, US",2022-02-01 04:21:11,89953,829,,21570.16965409748,0.921592387135504
"Merrimack, New Hampshire, US",2022-02-01 04:21:11,29097,202,,19219.76867845513,0.6942296456679383
"Rockingham, New Hampshire, US",2022-02-01 04:21:11,61224,468,,19764.405088953383,0.764406115248922
"Strafford, New Hampshire, US",2022-02-01 04:21:11,25464,185,,19492.77747582924,0.7265158655356582
"Sullivan, New Hampshire, US",2022-02-01 04:21:11,8202,60,,19009.87345292727,0.731528895391368
"Unassigned, New Hampshire, US",2022-02-01 04:21:11,8392,24,,,0.2859866539561487
"Atlantic, New Jersey, US",2022-02-01 04:21:11,66205,917,,25109.037812417035,1.3850917604410542
"Bergen, New Jersey, US",2022-02-01 04:21:11,212807,3293,,22828.42130782813,1.5474115043208163
"Burlington, New Jersey, US",2022-02-01 04:21:11,97344,1093,,21857.913681180376,1.1228221564760026
"Camden, New Jersey, US",2022-02-01 04:21:11,120876,1669,,23866.32205990076,1.3807538303716205
"Cape May, New Jersey, US",2022-02-01 04:21:11,21108,272,,22933.75634242006,1.288610953193102
"Cumberland, New Jersey, US",2022-02-01 04:21:11,36839,559,,24637.022076280537,1.5174136105757483
"Essex, New Jersey, US",2022-02-01 04:21:11,205202,3445,,25683.156544322414,1.6788335396341163
"Gloucester, New Jersey, US",2022-02-01 04:21:11,66932,869,,22950.52736973488,1.298332636108289
"Hudson, New Jersey, US",2022-02-01 04:21:11,164152,2609,,24413.17626202612,1.5893805741020517
"Hunterdon, New Jersey, US",2022-02-01 04:21:11,23378,247,,18796.986435744668,1.0565488921207973
"Mercer, New Jersey, US",2022-02-01 04:21:11,72305,1178,,19678.57823258852,1.6292095982297212
"Middlesex, New Jersey, US",2022-02-01 04:21:11,183481,2748,,22238.449958912177,1.4977027594137813
"Monmouth, New Jersey, US",2022-02-01 04:21:11,157697,1999,,25484.5304179898,1.2676208171366607
"Morris, New Jersey, US",2022-02-01 04:21:11,113311,1454,,23037.94894733097,1.2831940411787028
"Ocean, New Jersey, US",2022-02-01 04:21:11,155908,2725,,25677.14011851393,1.747825640762501
"Passaic, New Jersey, US",2022-02-01 04:21:11,139563,2232,,27811.034103454185,1.5992777455342748
"Salem, New Jersey, US",2022-02-01 04:21:11,13760,234,,22056.58411477118,1.7005813953488371
"Somerset, New Jersey, US",2022-02-01 04:21:11,64695,939,,19668.07931074319,1.4514259216322745
"Sussex, New Jersey, US",2022-02-01 04:21:11,32549,431,,23168.526849268263,1.3241574241912193
"Unassigned, New Jersey, US",2022-02-01 04:21:11,3521,0,,,0.0
"Union, New Jersey, US",2022-02-01 04:21:11,137326,2217,,24683.78206891097,1.6144065945268922
"Warren, New Jersey, US",2022-02-01 04:21:11,22897,312,,21751.356075503245,1.362623924531598
"Bernalillo, New Mexico, US",2022-02-01 04:21:11,135925,1502,,20014.84271580469,1.105021151370241
"Catron, New Mexico, US",2022-02-01 04:21:11,380,13,,10774.028919761837,3.421052631578948
"Chaves, New Mexico, US",2022-02-01 04:21:11,20547,272,,31799.117851891977,1.3237942278678152
"Cibola, New Mexico, US",2022-02-01 04:21:11,6279,167,,23538.89409559513,2.659659181398312
"Colfax, New Mexico, US",2022-02-01 04:21:11,2258,59,,18909.6390587053,2.612931798051373
"Curry, New Mexico, US",2022-02-01 04:21:11,11797,160,,24098.13294112841,1.3562770195812497
"De Baca, New Mexico, US",2022-02-01 04:21:11,521,5,,29805.491990846684,0.9596928982725528
"Dona Ana, New Mexico, US",2022-02-01 04:21:11,58051,666,,26605.100941818106,1.1472670582763431
"Eddy, New Mexico, US",2022-02-01 04:21:11,16186,242,,27687.307560725283,1.4951192388483876
"Grant, New Mexico, US",2022-02-01 04:21:11,5948,70,,22031.261574931475,1.1768661735036987
"Guadalupe, New Mexico, US",2022-02-01 04:21:11,974,16,,22651.16279069768,1.6427104722792607
"Harding, New Mexico, US",2022-02-01 04:21:11,72,4,,11520.0,5.555555555555555
"Hidalgo, New Mexico, US",2022-02-01 04:21:11,988,12,,23535.01667460696,1.214574898785425
"Lea, New Mexico, US",2022-02-01 04:21:11,18541,304,,26088.36358519769,1.6396095140499434
"Lincoln, New Mexico, US",2022-02-01 04:21:11,4886,56,,24964.234620886986,1.146131805157593
"Los Alamos, New Mexico, US",2022-02-01 04:21:11,2393,12,,12354.793742578348,0.5014625992478061
"Luna, New Mexico, US",2022-02-01 04:21:11,6222,111,,26243.198785271416,1.7839922854387658
"McKinley, New Mexico, US",2022-02-01 04:21:11,23876,553,,33455.23841551417,2.3161333556709667
"Mora, New Mexico, US",2022-02-01 04:21:11,685,16,,15151.515151515152,2.335766423357664
"Otero, New Mexico, US",2022-02-01 04:21:11,12270,158,,18180.47118091569,1.2876935615321925
"Quay, New Mexico, US",2022-02-01 04:21:11,1897,38,,22985.58100084817,2.0031628887717448
"Rio Arriba, New Mexico, US",2022-02-01 04:21:11,9159,111,,23532.283343182346,1.2119226989846053
"Roosevelt, New Mexico, US",2022-02-01 04:21:11,4614,88,,24940.540540540544,1.9072388383181624
"San Juan, New Mexico, US",2022-02-01 04:21:11,37295,690,,30086.803594765966,1.8501139562944091
"San Miguel, New Mexico, US",2022-02-01 04:21:11,5206,46,,19085.676577336217,0.8835958509412216
"Sandoval, New Mexico, US",2022-02-01 04:21:11,30482,344,,20771.66298688909,1.1285348730398268
"Santa Fe, New Mexico, US",2022-02-01 04:21:11,25856,230,,17196.291517578047,0.8895420792079208
"Sierra, New Mexico, US",2022-02-01 04:21:11,1876,69,,17384.857751830234,3.678038379530917
"Socorro, New Mexico, US",2022-02-01 04:21:11,3545,79,,21307.92811203943,2.228490832157969
"Taos, New Mexico, US",2022-02-01 04:21:11,4940,80,,15096.415365339362,1.6194331983805668
"Torrance, New Mexico, US",2022-02-01 04:21:11,2477,46,,16020.955953689929,1.857085183689948
"Unassigned, New Mexico, US",2022-02-01 04:21:11,6052,0,,,0.0
"Union, New Mexico, US",2022-02-01 04:21:11,718,12,,17689.08598176891,1.6713091922005572
"Valencia, New Mexico, US",2022-02-01 04:21:11,17171,223,,22390.726058835804,1.2987012987012987
"Albany, New York, US",2022-02-01 04:21:11,55606,481,,18201.27918927943,0.8650145667733697
"Allegany, New York, US",2022-02-01 04:21:11,8319,143,,18049.076826278448,1.7189566053612213
"Bronx, New York, US",2022-02-01 04:21:11,398748,7446,,28116.346908455536,1.867344789190165
"Broome, New York, US",2022-02-01 04:21:11,42361,491,,22238.146234933432,1.159085007436085
"Cattaraugus, New York, US",2022-02-01 04:21:11,14471,205,,19011.52173627442,1.416626356160597
"Cayuga, New York, US",2022-02-01 04:21:11,15005,132,,19594.91224404513,0.8797067644118627
"Chautauqua, New York, US",2022-02-01 04:21:11,22423,255,,17669.401038588527,1.1372251705837757
"Chemung, New York, US",2022-02-01 04:21:11,20135,219,,24126.48581288344,1.0876583064315868
"Chenango, New York, US",2022-02-01 04:21:11,8626,112,,18272.71379244604,1.2984001854857408
"Clinton, New York, US",2022-02-01 04:21:11,14853,67,,18454.37037957384,0.4510873224264458
"Columbia, New York, US",2022-02-01 04:21:11,9431,132,,15860.816333394998,1.3996394867988549
"Cortland, New York, US",2022-02-01 04:21:11,9798,106,,20592.25321031504,1.0818534394774444
"Delaware, New York, US",2022-02-01 04:21:11,7208,66,,16331.709527585816,0.9156492785793564
"Dutchess, New York, US",2022-02-01 04:21:11,61646,606,,20952.49101006737,0.983032151315576
"Erie, New York, US",2022-02-01 04:21:11,199981,2464,,21767.77671105538,1.2321170511198565
"Essex, New York, US",2022-02-01 04:21:11,5107,52,,13845.736749356109,1.0182102995887996
"Franklin, New York, US",2022-02-01 04:21:11,8405,39,,16802.606852984685,0.4640095181439619
"Fulton, New York, US",2022-02-01 04:21:11,11662,152,,21845.906000037467,1.3033784942548448
"Genesee, New York, US",2022-02-01 04:21:11,13163,177,,22980.09776536313,1.3446782648332447
"Greene, New York, US",2022-02-01 04:21:11,8125,112,,17218.36060015258,1.3784615384615384
"Hamilton, New York, US",2022-02-01 04:21:11,787,5,,17821.557971014492,0.6353240152477764
"Herkimer, New York, US",2022-02-01 04:21:11,12970,179,,21151.68218659796,1.3801079414032382
"Jefferson, New York, US",2022-02-01 04:21:11,18463,125,,16809.913141650126,0.6770297351459676
"Kings, New York, US",2022-02-01 04:21:11,672494,12184,,26270.29227279315,1.8117633763275207
"Lewis, New York, US",2022-02-01 04:21:11,5862,45,,22292.36385762093,0.7676560900716479
"Livingston, New York, US",2022-02-01 04:21:11,11015,102,,17508.02683027625,0.926009986382206
"Madison, New York, US",2022-02-01 04:21:11,12032,120,,16960.57287041344,0.9973404255319148
"Monroe, New York, US",2022-02-01 04:21:11,145366,1470,,19597.17971878076,1.0112405927108128
"Montgomery, New York, US",2022-02-01 04:21:11,11127,186,,22606.20466873895,1.6716095982744674
"Nassau, New York, US",2022-02-01 04:21:11,391056,3710,,28819.300122925088,0.9487132277730044
"New York, New York, US",2022-02-01 04:21:11,391973,5174,,24066.528888577803,1.3199888767848806
